Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
somebody that i used to know,"Gotye , Kimbra",2012,6,9,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
somebody that i used to know,"Gotye , Kimbra",2012,6,16,gotye,Kimbra,None,Somebody That I Used to Know,Gotye 
call me maybe,Carly Rae Jepsen,2012,6,23,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,6,30,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,7,7,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,7,14,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,7,21,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,7,28,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,8,4,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,8,11,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
call me maybe,Carly Rae Jepsen,2012,8,18,carly rae jepsen,None,None,Call Me Maybe,Carly Rae Jepsen
whistle,Flo Rida,2012,8,25,flo rida,None,None,Whistle,Flo Rida
we are never ever getting back together,Taylor Swift,2012,9,1,taylor swift,None,None,We Are Never Ever Getting Back Together,Taylor Swift
we are never ever getting back together,Taylor Swift,2012,9,8,taylor swift,None,None,We Are Never Ever Getting Back Together,Taylor Swift
whistle,Flo Rida,2012,9,15,flo rida,None,None,Whistle,Flo Rida
we are never ever getting back together,Taylor Swift,2012,9,22,taylor swift,None,None,We Are Never Ever Getting Back Together,Taylor Swift
one more night,Maroon 5,2012,9,29,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,10,6,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,10,13,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,10,20,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,10,27,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,11,3,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,11,10,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,11,17,maroon 5,None,None,One More Night,Maroon 5
one more night,Maroon 5,2012,11,24,maroon 5,None,None,One More Night,Maroon 5
diamonds,Rihanna,2012,12,1,rihanna,None,None,Diamonds,Rihanna
diamonds,Rihanna,2012,12,8,rihanna,None,None,Diamonds,Rihanna
diamonds,Rihanna,2012,12,15,rihanna,None,None,Diamonds,Rihanna
locked out of heaven,Bruno Mars,2012,12,22,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
locked out of heaven,Bruno Mars,2012,12,29,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
locked out of heaven,Bruno Mars,2013,1,5,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
locked out of heaven,Bruno Mars,2013,1,12,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
locked out of heaven,Bruno Mars,2013,1,19,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
locked out of heaven,Bruno Mars,2013,1,26,bruno mars,None,None,Locked Out of Heaven,Bruno Mars
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,2,2,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,2,9,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,2,16,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,2,23,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
harlem shake,Baauer,2013,3,2,baauer,None,None,Harlem Shake,Baauer
harlem shake,Baauer,2013,3,9,baauer,None,None,Harlem Shake,Baauer
harlem shake,Baauer,2013,3,16,baauer,None,None,Harlem Shake,Baauer
harlem shake,Baauer,2013,3,23,baauer,None,None,Harlem Shake,Baauer
harlem shake,Baauer,2013,3,30,baauer,None,None,Harlem Shake,Baauer
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,4,6,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
thrift shop ,"Macklemore & Ryan Lewis , Wanz",2013,4,13,macklemore and ryan lewis,Wanz,None,Thrift Shop [4],Macklemore & Ryan Lewis 
when i was your man,Bruno Mars,2013,4,20,bruno mars,None,None,When I Was Your Man,Bruno Mars
just give me a reason,"Pink , Nate Ruess",2013,4,27,pink,Nate Ruess,None,Just Give Me a Reason,Pink 
just give me a reason,"Pink , Nate Ruess",2013,5,4,pink,Nate Ruess,None,Just Give Me a Reason,Pink 
just give me a reason,"Pink , Nate Ruess",2013,5,11,pink,Nate Ruess,None,Just Give Me a Reason,Pink 
cant hold us,"Macklemore & Ryan Lewis , Ray Dalton",2013,5,18,macklemore and ryan lewis,Ray Dalton,None,Can't Hold Us,Macklemore & Ryan Lewis 
cant hold us,"Macklemore & Ryan Lewis , Ray Dalton",2013,5,25,macklemore and ryan lewis,Ray Dalton,None,Can't Hold Us,Macklemore & Ryan Lewis 
cant hold us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,1,macklemore and ryan lewis,Ray Dalton,None,Can't Hold Us,Macklemore & Ryan Lewis 
cant hold us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,8,macklemore and ryan lewis,Ray Dalton,None,Can't Hold Us,Macklemore & Ryan Lewis 
cant hold us,"Macklemore & Ryan Lewis , Ray Dalton",2013,6,15,macklemore and ryan lewis,Ray Dalton,None,Can't Hold Us,Macklemore & Ryan Lewis 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,6,22,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,6,29,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,7,6,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,7,13,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,7,20,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,7,27,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,8,3,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,8,10,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,8,17,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,8,24,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,8,31,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
blurred lines,"Robin Thicke , T.I. and Pharrell",2013,9,7,robin thicke,T.I.,Pharrell,Blurred Lines,Robin Thicke 
roar,Katy Perry,2013,9,14,katy perry,None,None,Roar,Katy Perry
roar,Katy Perry,2013,9,21,katy perry,None,None,Roar,Katy Perry
wrecking ball,Miley Cyrus,2013,9,28,miley cyrus,None,None,Wrecking Ball,Miley Cyrus
wrecking ball,Miley Cyrus,2013,10,5,miley cyrus,None,None,Wrecking Ball,Miley Cyrus
royals,Lorde,2013,10,12,lorde,None,None,Royals,Lorde
royals,Lorde,2013,10,19,lorde,None,None,Royals,Lorde
royals,Lorde,2013,10,26,lorde,None,None,Royals,Lorde
royals,Lorde,2013,11,2,lorde,None,None,Royals,Lorde
royals,Lorde,2013,11,9,lorde,None,None,Royals,Lorde
royals,Lorde,2013,11,16,lorde,None,None,Royals,Lorde
royals,Lorde,2013,11,23,lorde,None,None,Royals,Lorde
royals,Lorde,2013,11,30,lorde,None,None,Royals,Lorde
royals,Lorde,2013,12,7,lorde,None,None,Royals,Lorde
wrecking ball,Miley Cyrus,2013,12,14,miley cyrus,None,None,Wrecking Ball,Miley Cyrus
the monster,"Eminem , Rihanna",2013,12,21,eminem,Rihanna,None,The Monster,Eminem 
the monster,"Eminem , Rihanna",2013,12,28,eminem,Rihanna,None,The Monster,Eminem 
the monster,"Eminem , Rihanna",2014,1,4,eminem,Rihanna,None,The Monster,Eminem 
the monster,"Eminem , Rihanna",2014,1,11,eminem,Rihanna,None,The Monster,Eminem 
timber,"Pitbull , Kesha",2014,1,18,pitbull,Kesha,None,Timber,Pitbull 
timber,"Pitbull , Kesha",2014,1,25,pitbull,Kesha,None,Timber,Pitbull 
timber,"Pitbull , Kesha",2014,2,1,pitbull,Kesha,None,Timber,Pitbull 
dark horse,"Katy Perry , Juicy J",2014,2,8,katy perry,Juicy J,None,Dark Horse,Katy Perry 
dark horse,"Katy Perry , Juicy J",2014,2,15,katy perry,Juicy J,None,Dark Horse,Katy Perry 
dark horse,"Katy Perry , Juicy J",2014,2,22,katy perry,Juicy J,None,Dark Horse,Katy Perry 
dark horse,"Katy Perry , Juicy J",2014,3,1,katy perry,Juicy J,None,Dark Horse,Katy Perry 
happy ,Pharrell Williams,2014,3,8,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,3,15,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,3,22,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,3,29,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,4,5,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,4,12,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,4,19,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,4,26,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,5,3,pharrell williams,None,None,Happy [1],Pharrell Williams
happy ,Pharrell Williams,2014,5,10,pharrell williams,None,None,Happy [1],Pharrell Williams
all of me,John Legend,2014,5,17,john legend,None,None,All of Me,John Legend
all of me,John Legend,2014,5,24,john legend,None,None,All of Me,John Legend
all of me,John Legend,2014,5,31,john legend,None,None,All of Me,John Legend
fancy,"Iggy Azalea , Charli XCX",2014,6,7,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,6,14,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,6,21,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,6,28,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,7,5,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,7,12,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
fancy,"Iggy Azalea , Charli XCX",2014,7,19,iggy azalea,Charli XCX,None,Fancy,Iggy Azalea 
rude,Magic!,2014,7,26,magic,None,None,Rude,Magic!
rude,Magic!,2014,8,2,magic,None,None,Rude,Magic!
rude,Magic!,2014,8,9,magic,None,None,Rude,Magic!
rude,Magic!,2014,8,16,magic,None,None,Rude,Magic!
rude,Magic!,2014,8,23,magic,None,None,Rude,Magic!
rude,Magic!,2014,8,30,magic,None,None,Rude,Magic!
shake it off,Taylor Swift,2014,9,6,taylor swift,None,None,Shake It Off,Taylor Swift
shake it off,Taylor Swift,2014,9,13,taylor swift,None,None,Shake It Off,Taylor Swift
all about that bass,Meghan Trainor,2014,9,20,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,9,27,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,10,4,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,10,11,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,10,18,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,10,25,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,11,1,meghan trainor,None,None,All About That Bass,Meghan Trainor
all about that bass,Meghan Trainor,2014,11,8,meghan trainor,None,None,All About That Bass,Meghan Trainor
shake it off,Taylor Swift,2014,11,15,taylor swift,None,None,Shake It Off,Taylor Swift
shake it off,Taylor Swift,2014,11,22,taylor swift,None,None,Shake It Off,Taylor Swift
blank space,Taylor Swift,2014,11,29,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2014,12,6,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2014,12,13,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2014,12,20,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2014,12,27,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2015,1,3,taylor swift,None,None,Blank Space,Taylor Swift
blank space,Taylor Swift,2015,1,10,taylor swift,None,None,Blank Space,Taylor Swift
uptown funk,"Mark Ronson , Bruno Mars",2015,1,17,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,1,24,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,1,31,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,2,7,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,2,14,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,2,21,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,2,28,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,3,7,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,3,14,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,3,21,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,3,28,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,4,4,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,4,11,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
uptown funk,"Mark Ronson , Bruno Mars",2015,4,18,mark ronson,Bruno Mars,None,Uptown Funk,Mark Ronson 
see you again,"Wiz Khalifa , Charlie Puth",2015,4,25,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,5,2,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,5,9,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,5,16,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,5,23,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,5,30,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
bad blood,"Taylor Swift , Kendrick Lamar",2015,6,6,taylor swift,Kendrick Lamar,None,Bad Blood,Taylor Swift 
see you again,"Wiz Khalifa , Charlie Puth",2015,6,13,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,6,20,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,6,27,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,7,4,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,7,11,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
see you again,"Wiz Khalifa , Charlie Puth",2015,7,18,wiz khalifa,Charlie Puth,None,See You Again,Wiz Khalifa 
cheerleader,Omi,2015,7,25,omi,None,None,Cheerleader,Omi
cheerleader,Omi,2015,8,1,omi,None,None,Cheerleader,Omi
cheerleader,Omi,2015,8,8,omi,None,None,Cheerleader,Omi
cheerleader,Omi,2015,8,15,omi,None,None,Cheerleader,Omi
cant feel my face,The Weeknd,2015,8,22,the weeknd,None,None,Can't Feel My Face,The Weeknd
cheerleader,Omi,2015,8,29,omi,None,None,Cheerleader,Omi
cheerleader,Omi,2015,9,5,omi,None,None,Cheerleader,Omi
cant feel my face,The Weeknd,2015,9,12,the weeknd,None,None,Can't Feel My Face,The Weeknd
what do you mean?,Justin Bieber,2015,9,19,justin bieber,None,None,What Do You Mean?,Justin Bieber
cant feel my face,The Weeknd,2015,9,26,the weeknd,None,None,Can't Feel My Face,The Weeknd
the hills,The Weeknd,2015,10,3,the weeknd,None,None,The Hills,The Weeknd
the hills,The Weeknd,2015,10,10,the weeknd,None,None,The Hills,The Weeknd
the hills,The Weeknd,2015,10,17,the weeknd,None,None,The Hills,The Weeknd
the hills,The Weeknd,2015,10,24,the weeknd,None,None,The Hills,The Weeknd
the hills,The Weeknd,2015,10,31,the weeknd,None,None,The Hills,The Weeknd
the hills,The Weeknd,2015,11,7,the weeknd,None,None,The Hills,The Weeknd
hello,Adele,2015,11,14,adele,None,None,Hello,Adele
hello,Adele,2015,11,21,adele,None,None,Hello,Adele
hello,Adele,2015,11,28,adele,None,None,Hello,Adele
hello,Adele,2015,12,5,adele,None,None,Hello,Adele
hello,Adele,2015,12,12,adele,None,None,Hello,Adele
hello,Adele,2015,12,19,adele,None,None,Hello,Adele
hello,Adele,2015,12,26,adele,None,None,Hello,Adele
hello,Adele,2016,1,2,adele,None,None,Hello,Adele
hello,Adele,2016,1,9,adele,None,None,Hello,Adele
hello,Adele,2016,1,16,adele,None,None,Hello,Adele
sorry,Justin Bieber,2016,1,23,justin bieber,None,None,Sorry,Justin Bieber
sorry,Justin Bieber,2016,1,30,justin bieber,None,None,Sorry,Justin Bieber
sorry,Justin Bieber,2016,2,6,justin bieber,None,None,Sorry,Justin Bieber
love yourself,Justin Bieber,2016,2,13,justin bieber,None,None,Love Yourself,Justin Bieber
pillowtalk,Zayn,2016,2,20,zayn,None,None,Pillowtalk,Zayn
love yourself,Justin Bieber,2016,2,27,justin bieber,None,None,Love Yourself,Justin Bieber
work,"Rihanna , Drake",2016,3,5,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,3,12,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,3,19,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,3,26,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,4,2,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,4,9,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,4,16,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,4,23,rihanna,Drake,None,Work,Rihanna 
work,"Rihanna , Drake",2016,4,30,rihanna,Drake,None,Work,Rihanna 
panda,Desiigner,2016,5,7,desiigner,None,None,Panda,Desiigner
panda,Desiigner,2016,5,14,desiigner,None,None,Panda,Desiigner
one dance,"Drake , Wizkid and Kyla",2016,5,21,drake,Wizkid,Kyla,One Dance,Drake 
cant stop the feeling,Justin Timberlake,2016,5,28,justin timberlake,None,None,Can't Stop the Feeling!,Justin Timberlake
one dance,"Drake , Wizkid and Kyla",2016,6,4,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,6,11,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,6,18,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,6,25,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,7,2,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,7,9,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,7,16,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,7,23,drake,Wizkid,Kyla,One Dance,Drake 
one dance,"Drake , Wizkid and Kyla",2016,7,30,drake,Wizkid,Kyla,One Dance,Drake 
cheap thrills,"Sia , Sean Paul",2016,8,6,sia,Sean Paul,None,Cheap Thrills,Sia 
cheap thrills,"Sia , Sean Paul",2016,8,13,sia,Sean Paul,None,Cheap Thrills,Sia 
cheap thrills,"Sia , Sean Paul",2016,8,20,sia,Sean Paul,None,Cheap Thrills,Sia 
cheap thrills,"Sia , Sean Paul",2016,8,27,sia,Sean Paul,None,Cheap Thrills,Sia 
closer,"The Chainsmokers , Halsey",2016,9,3,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,9,10,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,9,17,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,9,24,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,10,1,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,10,8,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,10,15,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,10,22,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,10,29,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
closer,"The Chainsmokers , Halsey",2016,11,5,the chainsmokers,Halsey,None,Closer,The Chainsmokers 
